sentence,polarity,subjectivity,sentiment
"Despite the opening of the fixed link to Denmark, the Øresund Bridge, the busiest ferry route remains the short link across the narrowest section of the Øresund between Helsingborg and the Danish port of Helsingør, known as the HH Ferry route.",0.05,0.25,neutral
"There are over seventy departures a day each way; during peak times, a ferry departs every fifteen minutes.",0.0,0.0,neutral
"Ports higher up the Swedish west coast include Varberg, with a ferry connection across the Kattegat to Grenaa in Denmark, and Göteborg, serving Frederikshavn at the northern tip of Denmark and Kiel in Germany.",0.25,0.5,positive
"Finally, there are ferries from Strömstad near the Norwegian border to destinations around the Oslofjord in Norway.",0.03333333333333333,0.4666666666666666,neutral
"Sweden has two domestic ferry lines with large vessels, both connecting Gotland with the mainland.",0.10714285714285714,0.2642857142857143,positive
"The lines leave from Visby harbour on the island, and the ferries sail to either Oskarshamn or Nynäshamn.",0.0,0.0,neutral
A smaller car ferry connects the island of Ven in Øresund with Landskrona.,0.0,0.5,neutral
Sweden has one of the most highly developed welfare states in the world.,0.3,0.4,positive
"According to a 2012 OECD report, the country had the second highest public social spending as a percentage of its GDP after France, and the third highest total public and private social spending at 30.2 of its GDP, after France and Belgium.",0.008333333333333333,0.17395833333333333,neutral
"Sweden spent 6.3 of its GDP, the ninth highest among 34 OECD countries, to provide equal access to education.",-0.05,0.175,neutral
"On health care, the country spent 10.0 of its total GDP, the 12th highest.",-0.05,0.425,neutral
"Historically, Sweden provided solid support for free trade except agriculture and mostly relatively strong and stable property rights both private and public , though some economists have pointed out that Sweden promoted industries with tariffs and used publicly subsidised R D during the country s early critical years of industrialisation.",0.1037037037037037,0.3601851851851852,positive
After World War II a succession of governments expanded the welfare state by raising the taxes.,0.0,0.0,neutral
A series of successive social reforms transformed the country into one of the most equal and developed on earth.,0.15833333333333333,0.2791666666666667,positive
"The consistent growth of the welfare state led to Swedes achieving unprecedented levels of social mobility and quality of life to this day Sweden consistently ranks at the top of league tables for health, literacy and Human Development far ahead of some wealthier countries for example the United States .",0.24761904761904763,0.43809523809523804,positive
A report from the United Nations Development Program predicted that Sweden s rating on the Human Development Index will fall from 0.949 in 2010 to 0.906 in 2030.,0.0,0.1,neutral
"Sweden has been relatively quick to adopt neoliberal policies, such as privatisation, financialisation and deregulation, compared to countries such as France.",0.1111111111111111,0.5,positive
The current Swedish government is continuing the trend of moderate rollbacks of previous social reforms.,-0.03333333333333333,0.33333333333333337,neutral
Growth has been higher than in many other EU 15 countries.,0.20833333333333334,0.4583333333333333,positive
"Since the mid 1980s, Sweden has had the fastest growth in inequality of any developed nation, according to the OECD.",0.05,0.15,neutral
This has largely been attributed to the reduction in state benefits and a shift toward the privatisation of public services.,0.10714285714285714,0.2476190476190476,positive
"Nevertheless, it remains far more egalitarian than most nations.",0.3666666666666667,0.6666666666666666,positive
Sweden adopted free market agricultural policies in 1990.,0.4,0.8,positive
"Since the 1930s, the agricultural sector had been subject to price controls.",-0.16666666666666666,0.3333333333333333,negative
"In June 1990, the Riksdag voted for a new agricultural policy marking a significant shift away from price controls.",0.2556818181818182,0.6647727272727273,positive
"As a result, food prices fell somewhat.",0.0,0.0,neutral
"However, the liberalisations soon became moot because EU agricultural controls supervened.",0.0,0.0,neutral
"In 2015 and 2016, 69 per cent of the employed workers is organised in trade unions.",0.0,0.0,neutral
"Union density in 2016 was 62 among blue collar workers most of them in the Swedish Trade Union Confederation, LO and 75 among white collar workers most of them in the Swedish Confederation of Professional Employees, TCO, and the Swedish Confederation of Professional Associations, SACO .",0.20000000000000004,0.2166666666666667,positive
Sweden has state supported union unemployment funds Ghent system .,0.0,0.0,neutral
Trade unions have the right to elect two representatives to the board in all Swedish companies with more than 25 employees.,0.5285714285714286,0.6452380952380953,positive
Sweden has a relatively high amount of sick leave per worker in OECD: the average worker loses 24 days due to sickness.,-0.22585714285714284,0.45442857142857146,negative
"The unemployment rate was 7.2 in May 2017 while the employment rate was 67.4 , with the workforce consisting of 4,983,000 people while 387,000 are unemployed.",0.0,0.0,neutral
"Unemployment among youth aged 24 or younger in 2012 was 24.2 , making Sweden the OECD country with the highest ratio of youth unemployment versus unemployment in general.",-0.016666666666666663,0.3,neutral
"In the 18th century, Sweden s scientific revolution took off.",0.0,0.0,neutral
"Previously, technical progress had mainly come from mainland Europe.",0.08333333333333333,0.21666666666666667,positive
"In 1739, the Royal Swedish Academy of Sciences was founded, with people such as Carl Linnaeus and Anders Celsius as early members.",0.05,0.4,neutral
"Gustaf Dalén founded AGA, and received the Nobel Prize for his sun valve.",0.0,0.0,neutral
Alfred Nobel invented dynamite and instituted the Nobel Prizes.,0.0,0.0,neutral
"Lars Magnus Ericsson started the company bearing his name, Ericsson, still one of the largest telecom companies in the world.",0.0,0.0,neutral
Jonas Wenström was an early pioneer in alternating current and is along with Nikola Tesla credited as one of the inventors of the three phase electrical system.,0.05,0.35,neutral
"The traditional engineering industry is still a major source of Swedish inventions, but pharmaceuticals, electronics and other high tech industries are gaining ground.",0.024375,0.54125,neutral
"Tetra Pak was an invention for storing liquid foods, invented by Erik Wallenberg.",0.0,0.0,neutral
"Losec, an ulcer medicine, was the world s best selling drug in the 1990s and was developed by AstraZeneca.",0.55,0.3,positive
"More recently Håkan Lans invented the Automatic Identification System, a worldwide standard for shipping and civil aviation navigation.",0.16666666666666666,0.25,positive
A large portion of the Swedish economy is to this day based on the export of technical inventions.,0.10714285714285714,0.2642857142857143,positive
"Swedish inventors held 47,112 patents in the United States in 2014 update , according to the United States Patent and Trademark Office.",0.0,0.0,neutral
"As a nation, only ten other countries hold more patents than Sweden.",0.09375,0.46875,positive
"Combined, the public and the private sector in Sweden allocate over 3.5 of GDP to research development R D per year, making Sweden s investment in R D as a percentage of GDP the second highest in the world.",0.0,0.14722222222222223,neutral
For several decades the Swedish government has prioritised scientific and R D activities.,0.0,0.0,neutral
"As a percentage of GDP, the Swedish government spends the most of any nation on research and development.",0.5,0.5,positive
Sweden tops other European countries in the number of published scientific works per capita.,-0.0625,0.1875,negative
The European Spallation Source ESS was scheduled to begin initial operations in 2019 with construction completion scheduled for 2025.,0.0,0.0,neutral
The ESS will give an approximately 30 times stronger neutron beam than any of today s existing neutron source installations.,-0.4,0.6,negative
"The MAX IV, costing some SEK 3 billion, was inaugurated on 21 June 2016.",0.0,0.0,neutral
Both facilities have strong implications on material research.,0.43333333333333335,0.7333333333333334,positive
Sweden was ranked second in the Global Innovation Index in 2023 and 2024.,0.0,0.0,neutral
Sweden is known for its efficient waste management system.,-0.2,0.0,negative
"Only 0.7 of the total household waste is disposed, and the rest is reused.",-0.06666666666666667,0.5833333333333334,negative
Around 52 of its waste is used for energy production that is burnt and 47 recycled.,-0.2,0.0,negative
About two million tonnes of waste are imported from neighbouring countries to make profitable recycling products.,-0.2,0.0,negative
"As of 2023 report, Sweden generated 1.7 billion euros in 2020 the highest so far was 1.98 billion euros in 2016 from recycling waste.",-0.05,0.5,neutral
"The works are mostly executed through the public organisation, Swedish Waste Management Avfall Sverige .",0.09999999999999999,0.18888888888888888,positive
"Since the late 1960s, Sweden has had the highest tax quota as percentage of GDP in the industrialised world, although today the gap has narrowed and Denmark has surpassed Sweden as the most heavily taxed country among developed countries.",0.025,0.47500000000000003,neutral
"Sweden has a two step progressive tax scale with a municipal income tax of about 30 and an additional high income state tax of 20 25 when a salary exceeds roughly 320,000 SEK per year.",0.03,0.47000000000000003,neutral
Payroll taxes amount to 32 .,0.0,0.0,neutral
"In addition, a national VAT of 25 is added to many things bought by private citizens.",0.25,0.4375,positive
"Certain items are subject to additional taxes, e.g.",0.023809523809523808,0.45238095238095233,neutral
"electricity, petrol diesel and alcoholic beverages.",-0.25,0.5,negative
"In 2007 update , total tax revenue was 47.8 of GDP, the second highest tax burden among developed countries, down from 49.1 2006.",-0.013888888888888888,0.33472222222222225,neutral
Public sector spending amounts to 53 of the GDP.,0.0,0.06666666666666667,neutral
"State and municipal employees total around a third of the workforce, much more than in most Western countries.",0.2,0.35,positive
Only Denmark has a larger public sector 38 of Danish workforce .,0.0,0.5222222222222223,neutral
Spending on transfers is also high.,0.16,0.54,positive
"On average, 27 of taxpayers money in Sweden goes to education and healthcare, whereas 5 goes to the police and military, and 42 to social security.",-0.07222222222222223,0.18888888888888888,negative
Every Swedish resident receives a state pension.,0.0,0.0,neutral
Swedish Pensions Agency is responsible for pensions.,0.2,0.55,positive
"People who have worked in Sweden, but relocated to another country, can also receive the Swedish pension.",0.0,0.0,neutral
"There are several types of pensions in Sweden: occupational and private pensions, and national retirement.",0.0,0.1875,neutral
A person can receive a combination of the various types of pensions.,0.0,0.5,neutral
"The total resident population of Sweden was 10,588,020 in January 2025.",0.0,0.75,neutral
The population exceeded 10 million for the first time on Friday 20 January 2017.,0.25,0.3333333333333333,positive
"The average population density is just over 25 people per km2 65 per square mile , with 1 437 persons per km2 in localities continuous settlement with at least 200 inhabitants ., 88 of the population live in urban areas, which cover 1.5 of the entire land area.",-0.06272727272727271,0.385,negative
63 of Swedes are in large urban areas.,0.10714285714285714,0.21428571428571427,positive
It is substantially higher in the south than in the north.,0.25,0.5,positive
There are more than 2000 localities.,0.5,0.5,positive
"The capital city Stockholm has a municipal population of about 950,000 with 1.5 million in the urban area and 2.3 million in the metropolitan area .",0.0,0.0,neutral
The second and third largest cities are Gothenburg and Malmö.,0.0,0.0,neutral
"Outside of major cities, areas with notably higher population density include the agricultural part of Östergötland, the western coast, the area around Lake Mälaren and the agricultural area around Uppsala.",0.078125,0.2625,positive
"Norrland, which covers approximately 60 of the Swedish territory, has a very low population density below five people per square kilometre .",-0.2,0.495,negative
The mountains and most of the remote coastal areas are almost unpopulated.,0.2,0.35,positive
"Low population density exists also in large parts of western Svealand, as well as southern and central Småland.",0.04285714285714286,0.1957142857142857,neutral
"An area known as Finnveden, which is located in the south west of Småland, and mainly below the 57th parallel, can also be considered as almost empty of people.",0.022222222222222216,0.27777777777777773,neutral
"There are no official statistics on ethnicity, but according to Statistics Sweden, 2,752,572 26 inhabitants of Sweden were of a foreign background in 2021, defined as being born abroad or born in Sweden with both foreign born parents.",-0.125,0.125,negative
"Of these inhabitants, 2,090,503 persons were born abroad and 662,069 persons were born in Sweden to parents born abroad.",0.0,0.0,neutral
"In addition, 805,340 persons had one parent born abroad with the other parent born in Sweden.",-0.125,0.375,negative
"Five minority groups are officially recognized by Sweden: Jews, Romani, Sámi, Finns, and Tornedalers.",0.0,0.0,neutral
"Sweden has one of the oldest populations in the world, with the average age of 41.1 years.",-0.15,0.39999999999999997,negative
"The official language of Sweden is Swedish, a North Germanic language, related and very similar to Danish and Norwegian, but differing in pronunciation and orthography.",0.0,0.3066666666666667,neutral
"Sweden Finns are Sweden s largest linguistic minority, comprising about 5 of Sweden s population, and Finnish is recognised as a minority language.",0.1,0.1,positive
"The dialects spoken in Scania, the southernmost part of the country, are influenced by Danish because the region was a part of Denmark until the treaty of Roskilde in 1658.",0.0,0.0,neutral
"Owing to a 21st century influx of native speakers of Arabic, the use of Arabic is likely more widespread in the country than that of Finnish.",0.16666666666666666,0.5,positive
"However, no official statistics are kept on language use.",0.0,0.0,neutral
"Along with Finnish, four other minority languages are also recognised: Meänkieli, Sami, Romani, and Yiddish.",-0.125,0.375,negative
"Swedish became Sweden s official language on 1 July 2009, when a new language law was implemented.",0.13636363636363635,0.45454545454545453,positive
"The issue of whether Swedish should be declared the official language had been raised in the past, and the Riksdag voted on the matter in 2005, but the proposal narrowly failed.",-0.375,0.275,negative
"To varying degrees, a majority of Swedes, especially those born after World War II, understand and speak English, owing to trade links, the popularity of overseas travel, a strong Anglo American influence and the tradition of subtitling rather than dubbing foreign television shows and films, and the relative similarity of the two languages which makes learning English easier.",0.04404761904761905,0.2654761904761905,neutral
"In a 2023 survey by Eurobarometer, 90 of Swedes reported the ability to speak English.",0.0,0.0,neutral
"English became a compulsory subject for secondary school students studying natural sciences as early as 1849, and has been a compulsory subject for all Swedish students since the late 1940s.",-0.10476190476190476,0.3238095238095238,negative
Most students also study one and sometimes two additional languages.,0.5,0.5,positive
Some Danish and Norwegian is also taught as part of Swedish courses for native speakers.,0.0,0.0,neutral
"Because of the extensive mutual intelligibility between the three continental Scandinavian languages, Swedish speakers often use their native language when visiting or living in Norway or Denmark.",0.0,0.3333333333333333,neutral
"Before the 11th century, Swedes adhered to Norse paganism, worshiping Æsir gods, with its centre at the Temple in Uppsala.",0.0,0.0,neutral
"With Christianisation in the 11th century, the laws of the country changed, forbidding worship of other deities until the late 19th century.",-0.2125,0.4875,negative
"After the Protestant Reformation in the 1530s, the authority of the Roman Catholic Church was abolished and Lutheranism became widespread.",0.0,0.1,neutral
"Adoption of Lutheranism was completed by the Uppsala Synod of 1593, and it became the official religion.",0.0,0.0,neutral
"During the era following the Reformation, usually known as the period of Lutheran orthodoxy, small groups of non Lutherans, especially Calvinist Dutch, the Moravian Church and French Huguenots played a significant role in trade and industry, and were quietly tolerated.",-0.017857142857142856,0.4226190476190476,neutral
"The Sami originally had their own shamanistic religion, but they were converted to Lutheranism by Swedish missionaries in the 17th and 18th centuries.",0.4875,0.875,positive
"With religious liberalisations in the late 18th century believers of other faiths, including Judaism and Roman Catholicism, were allowed to live and work freely in the country.",0.022272727272727277,0.5050000000000001,neutral
"However, until 1860 it remained illegal for Lutherans to convert to another religion.",-0.5,0.5,negative
"The 19th century saw the arrival of various evangelical free churches, and, towards the end of the century, secularism, leading many to distance themselves from church rituals.",0.3,0.6,positive
"Leaving the Church of Sweden became legal with the so called Dissenter Act of 1860, but only under the provision of entering another Christian denomination.",0.06666666666666667,0.39999999999999997,positive
The right to stand outside any religious denomination was formally established in the law on freedom of religion in 1951.,0.09523809523809523,0.2785714285714286,positive
"In 2000, the Church of Sweden was separated from the state.",0.0,0.0,neutral
Sweden was the second Nordic country to disestablish its state church after Finland did so in the Church Act of 1869 .,0.0,0.0,neutral
"At the end of 2024, 51.4 of Swedes belonged to the Church of Sweden; this number has been decreasing by 1 2 percentage points each year since 2001.",0.0,0.0,neutral
Approximately 2 of the church s members regularly attend Sunday services.,-0.2,0.3384615384615385,negative
"The reason for the large number of inactive members is partly that, until 1996, children automatically became members at birth if at least one of the parents was a member.",-0.04285714285714286,0.41428571428571426,neutral
"Since 1996, only children and adults who are christened become members.",0.0,1.0,neutral
"Some 275,000 Swedes are today members of various Evangelical Protestant free churches where congregation attendance is much higher , and due to recent immigration, there are now some 100,000 Eastern Orthodox Christians and 92,000 Roman Catholics living in Sweden.",0.05416666666666667,0.5041666666666667,positive
30 are none or unspecified .,0.0,0.0,neutral
8 are other than Church of Sweden .,-0.125,0.375,negative
The first Muslim congregation was established in 1949.,0.25,0.3333333333333333,positive
"Islam s presence in Sweden remained marginal until the 1960s, when Sweden started to receive migrants from the Balkans and Turkey.",0.0,0.0,neutral
"Further immigration from North Africa and the Middle East have brought the estimated Muslim population to 600,000.",0.0,0.25,neutral
"However, only about 110,000 were members of a congregation around 2010.",0.0,1.0,neutral
"Healthcare in Sweden is mainly tax funded, universal for all citizens, and decentralised, although private health care also exists.",0.05555555555555555,0.23611111111111108,positive
The health care system in Sweden is financed primarily through taxes levied by regional councils and municipalities.,0.4,0.5,positive
A total of 21 councils are in charge of primary and hospital care within the country.,0.2,0.625,positive
"Private healthcare is a rarity in Sweden, and even those private institutions work under the mandated city councils.",0.0,0.375,neutral
The city councils regulate the rules and the establishment of potential private practices.,0.0,0.6875,neutral
"While care for the elderly or those who need psychiatric help is conducted privately in many other countries, in Sweden, publicly funded local authorities are in charge of this type of care.",0.09375,0.23541666666666666,positive
Healthcare in Sweden is similar in quality to other developed nations.,-0.008333333333333331,0.35833333333333334,neutral
Sweden ranks in the top five countries with respect to low infant mortality.,0.25,0.4,positive
It also ranks high in life expectancy and in safe drinking water.,0.33,0.52,positive
"In 2018, health and medical care represented around 11 of GDP.",0.0,0.0,neutral
"Children aged 1 5 years old are guaranteed a place in a public kindergarten Swedish: förskola or, colloquially, dagis .",0.0,0.22222222222222224,neutral
"Between the ages of 6 and 16, children attend compulsory comprehensive school.",0.0,0.0,neutral
"In the Programme for International Student Assessment PISA , Swedish 15 year old pupils score close to the OECD average.",-0.016666666666666663,0.19999999999999998,neutral
"After completing the ninth grade, about 90 of the students continue with a three year upper secondary school gymnasium , which can lead to both a job qualification or entrance eligibility to university.",-0.15,0.15,negative
The school system is largely financed by taxes.,0.21428571428571427,0.42857142857142855,positive
The Swedish government treats public and independent schools equally by introducing education vouchers in 1992 as one of the first countries in the world after the Netherlands.,0.0625,0.19374999999999998,positive
Anyone can establish a for profit school and the municipality must pay new schools the same amount as municipal schools get.,0.06818181818181818,0.2897727272727273,positive
"School lunch is free for all students in Sweden, and providing breakfast is also encouraged.",0.4,0.8,positive
"There are a number of different universities and colleges in Sweden, the oldest and largest of which are situated in Uppsala, Lund, Gothenburg and Stockholm.",0.0,0.6,neutral
"In 2000, 32 of Swedish people held a tertiary degree, making the country fifth in the OECD in that category.",0.0,0.0,neutral
"Along with several other European countries, the government also subsidises tuition of international students pursuing a degree at Swedish institutions, although a recent bill passed in the Riksdag will limit this subsidy to students from EEA countries and Switzerland.",-0.025,0.125,neutral
The large influx of immigrants to Swedish schools has been cited as a significant part of the reason why Sweden has dropped more than any other European country in the international PISA rankings.,0.16071428571428573,0.36309523809523814,positive
"Throughout the 1960s and 1970s, Sweden was seen as an international leader in what is now referred to as the sexual revolution , with gender equality having particularly been promoted.",0.2222222222222222,0.3888888888888889,positive
"Sweden has also become very liberal towards homosexuality, as is reflected in the popular acceptance of films such as Show Me Love.",0.325,0.575,positive
"Since 1 May 2009, Sweden repealed its registered partnership laws and fully replaced them with gender neutral marriage.",0.0,0.0,neutral
Sweden also offers domestic partnerships for both same sex and opposite sex couples.,0.025,0.05625,neutral
"Cohabitation sammanboende by couples of all ages, including teenagers as well as older couples, is widespread.",0.16666666666666666,0.3333333333333333,positive
Historical re creations of Norse music have been attempted based on instruments found in Viking sites.,0.0,0.0,neutral
"The instruments used were the lur a sort of trumpet , simple string instruments, wooden flutes and drums.",0.0,0.17857142857142858,neutral
Sweden has a significant folk music scene.,0.375,0.875,positive
"The joik, a type of Sami music, is a chant that is part of the traditional Sami animistic spirituality.",0.0,0.75,neutral
Notable composers include Carl Michael Bellman and Franz Berwald.,0.5,0.5,positive
Sweden also has a prominent choral music tradition.,0.5,1.0,positive
"Out of a population of 9.5 million, it is estimated that five to six hundred thousand people sing in choirs.",0.0,0.0,neutral
"In 2007, with over 800 million dollars in revenue, Sweden was the third largest music exporter in the world and surpassed only by the US and the UK.",0.0,0.5,neutral
"better source needed According to one source 2013, Sweden produces the most chart hits per capita in the world, followed by the UK and the US.",0.5,0.5,positive
Sweden has a rather lively jazz scene.,0.13636363636363635,0.5,positive
The Centre for Swedish Folk Music and Jazz Research has published an overview of jazz in Sweden by Lars Westin.,0.0,0.0,neutral
"Before the 13th century, almost all buildings were made of timber, but a shift soon began towards stone.",0.0,0.0,neutral
Early Swedish stone buildings are the Romanesque churches on the countryside.,0.1,0.3,positive
"This would include the Lund Cathedral from the 11th century and the somewhat younger church in Dalby, but also many early Gothic churches built through influences of the Hanseatic League, such as in Ystad, Malmö and Helsingborg.",0.15,0.325,positive
Cathedrals in other parts of Sweden were also built as seats of Sweden s bishops.,-0.125,0.375,negative
"The Skara Cathedral is made of bricks from the 14th century, and the Uppsala Cathedral in the 15th century.",0.0,0.0,neutral
"In 1230, the foundations of the Linköping Cathedral were made, the material was there limestone, but the building took some 250 years to finish.",0.0,0.0,neutral
"Among older structures are also some significant fortresses and other historical buildings such as at Borgholm Castle, Halltorps Manor, and Eketorp fortress on the island Öland, the Nyköping fortress and the Visby city wall.",0.08333333333333333,0.41666666666666663,positive
"In the 1520s, King Gustav Vasa initiated grand mansions, castles, and fortresses to be built.",0.5,1.0,positive
"Some of the more magnificent include Kalmar Castle, Gripsholm Castle, and Vadstena.",0.75,0.75,positive
"In the next two centuries, Sweden was designated by Baroque architecture and later the rococo.",0.0,0.0,neutral
"Notable projects from that time include the city Karlskrona, which has now also been declared a World Heritage Site and the Drottningholm Palace.",0.5,0.5,positive
"The Stockholm exhibition, which marked the breakthrough of Functionalism, or funkis as it became known first surfaced in 1930; the style came to dominate in the following decades.",0.11666666666666665,0.3444444444444445,positive
"Some notable projects of this kind were the Million Programme, offering affordable living in large apartment complexes.",0.4380952380952381,0.6095238095238095,positive
"The Avicii Arena, located in Stockholm, is the largest hemispherical building on Earth.",0.0,0.0,neutral
Its dome has a diameter of 110 metres 360 feet and took two and a half years to build.,-0.16666666666666666,0.16666666666666666,negative
"Swedes are among the greatest consumers of newspapers in the world, and nearly every town is served by a local paper.",0.3666666666666667,0.4666666666666666,positive
"The country s main quality morning papers are Dagens Nyheter liberal , Göteborgs Posten liberal , Svenska Dagbladet liberal conservative and Sydsvenska Dagbladet liberal .",0.16666666666666666,0.3333333333333333,positive
The two largest evening tabloids are Aftonbladet social democratic and Expressen liberal .,0.03333333333333333,0.06666666666666667,neutral
"The ad financed, free international morning paper, Metro International, was founded in Stockholm, Sweden.",0.13333333333333333,0.26666666666666666,positive
"The country s news is reported in English by, among others, The Local liberal .",0.0,0.0,neutral
The public broadcasting companies held a monopoly on radio and television for a long time in Sweden.,-0.025,0.23333333333333334,neutral
Licence funded radio broadcasts started in 1925.,0.0,0.0,neutral
"A second radio network was started in 1954, and a third opened 1962, in response to pirate radio stations.",0.0,0.0,neutral
Non profit community radio was allowed in 1979 and in 1993 commercial local radio started.,0.0,0.0,neutral
The licence funded television service was officially launched in 1956.,0.0,0.0,neutral
"A second channel, TV2, was launched in 1969.",0.0,0.0,neutral
These two channels operated by Sveriges Television since the late 1970s held a monopoly until the 1980s when cable and satellite television became available.,0.05000000000000002,0.5,positive
The first Swedish language satellite service was TV3 which started broadcasting from London in 1987.,0.25,0.3333333333333333,positive
It was followed by Kanal 5 in 1989 then known as Nordic Channel and TV4 in 1990.,0.0,0.0,neutral
"TV4 began its terrestrial broadcasts in 1992, becoming the first private channel to broadcast television content from within the country.",0.175,0.41458333333333336,positive
Around half the population are connected to cable television.,-0.16666666666666666,0.16666666666666666,negative
Digital terrestrial television in Sweden started in 1999.,0.0,0.05,neutral
"Sweden has many authors of worldwide recognition including August Strindberg, Astrid Lindgren, and Nobel Prize winners Selma Lagerlöf and Harry Martinson.",0.5,0.5,positive
In total seven Nobel Prizes in Literature have been awarded to Swedes.,0.0,0.75,neutral
"The first literary text from Sweden is the Rök runestone, carved during the Viking Age c. 800 AD.",0.175,0.21666666666666667,positive
"With the conversion of the land to Christianity around 1100 AD, Sweden entered the Middle Ages, during which monastic writers preferred to use Latin.",0.0,0.0,neutral
"Therefore, there are only a few texts in Old Swedish from that period.",-0.03333333333333333,0.43333333333333335,neutral
Swedish literature only began to flourish when the language was standardised during the 16th century.,0.0,1.0,neutral
This standardisation was largely due to the full translation of the Bible into Swedish in 1541.,0.11249999999999999,0.4625,positive
This translation is the so called Gustav Vasa Bible.,0.0,0.0,neutral
"With improved education and the freedom brought by secularisation, the 17th century saw several notable authors develop the Swedish language further.",0.16666666666666666,0.3333333333333333,positive
"Some key figures include Georg Stiernhielm 17th century , who was the first to write classical poetry in Swedish; Johan Henric Kellgren 18th century , the first to write fluent Swedish prose; Carl Michael Bellman late 18th century , the first writer of burlesque ballads; and August Strindberg late 19th century , a socio realistic writer and playwright who won worldwide fame.",0.03958333333333333,0.4416666666666667,neutral
"The early 20th century continued to produce notable authors, such as Selma Lagerlöf, Nobel laureate 1909 , Verner von Heidenstam Nobel laureate 1916 and Pär Lagerkvist Nobel laureate 1951 .",0.15,0.325,positive
"In recent decades, a handful of Swedish writers have established themselves internationally, including the detective novelist Henning Mankell and the writer of spy fiction Jan Guillou.",0.0,0.125,neutral
"The Swedish writer to have made the most lasting impression on world literature is the children s book writer Astrid Lindgren, and her books about Pippi Longstocking, Emil, and others.",0.25,0.25,positive
"In 2008, the second best selling fiction author in the world was Stieg Larsson, whose Millennium series of crime novels is being published posthumously to critical acclaim.",0.3333333333333333,0.3666666666666667,positive
"Apart from traditional Protestant Christian holidays, Sweden also celebrates some unique holidays, some of a pre Christian tradition.",0.09375,0.4375,positive
They include Midsummer celebrating the summer solstice; Walpurgis Night Valborgsmässoafton on 30 April lighting bonfires; and Labour Day or May Day on 1 May is dedicated to socialist demonstrations.,0.0,0.0,neutral
"The day of giver of light Saint Lucia, 13 December, is widely acknowledged in elaborate celebrations which betoken its Italian origin and commence the month long Christmas season.",0.15,0.5,positive
6 June is the National Day of Sweden and has since 2005 been a public holiday.,0.0,0.06666666666666667,neutral
"Furthermore, there are official flag flying day observances and a Namesdays in Sweden calendar.",0.0,0.0,neutral
In August many Swedes have kräftskivor crayfish dinner parties .,0.5,0.5,positive
"Martin of Tours Eve is celebrated in Scania in November with Mårten Gås parties, where roast goose and svartsoppa black soup are served.",0.09166666666666666,0.5916666666666667,positive
"The Sámi, one of Sweden s indigenous minorities, have their holiday on 6 February and Scania celebrate their Scanian Flag day on the third Sunday in July.",0.0,0.0,neutral
"Swedish cuisine, like that of the other Nordic countries Denmark, Norway and Finland , was traditionally simple.",-0.0625,0.3660714285714286,negative
"Fish particularly herring , meat, potatoes and dairy products played prominent roles.",0.3333333333333333,0.6666666666666666,positive
Spices were sparse.,0.0,0.0,neutral
"Preparations include Swedish meatballs, traditionally served with gravy, boiled potatoes and lingonberry jam; pancakes; pyttipanna, a spiced fried hash of meat and potatoes originally meant to use up any leftovers of meat; lutfisk; and the smörgåsbord, or lavish buffet.",0.1875,0.75,positive
"Akvavit is a popular alcoholic distilled beverage, and the drinking of snaps is of cultural importance.",0.15,0.5,positive
The traditional flat and dry crisp bread has developed into several contemporary variants.,0.06071428571428572,0.33690476190476193,positive
Regionally important foods are the surströmming a fermented fish in northern Sweden and eel in southern Sweden.,0.2,0.5,positive
"In August, at the traditional feast known as crayfish party, kräftskiva, Swedes eat large amounts of crayfish boiled with dill.",0.10714285714285714,0.5892857142857143,positive
"Swedish 20th century culture is noted by pioneering works in the early days of cinema, with Mauritz Stiller and Victor Sjöström.",0.05,0.15,neutral
"In the 1920s 1980s, the filmmaker Ingmar Bergman and actors Greta Garbo and Ingrid Bergman became internationally noted people within cinema.",0.0,0.0,neutral
"More recently, the films of Lukas Moodysson, Lasse Hallström, and Ruben Östlund have received international recognition.",0.16666666666666666,0.25,positive
Sport activities are a national movement with half of the population actively participating in organised sporting activities.,-0.15,0.3833333333333333,negative
The two main spectator sports are football and ice hockey.,0.16666666666666666,0.3333333333333333,positive
"Second to football, horse sports of which most of the participants are women have the highest number of practitioners.",0.25,0.25,positive
"Thereafter, golf, orienteering, gymnastics, track and field, and the team sports of ice hockey, handball, floorball, basketball and bandy are the most popular in terms of practitioners.",0.55,0.7,positive
"The Swedish national men s ice hockey team, affectionately known as Tre Kronor English: Three Crowns , has won the World Championships nine times, placing them third in the all time medal count.",0.0,0.0,neutral
Tre Kronor also won Olympic gold medals in 1994 and 2006.,0.0,0.0,neutral
"In 2006, Tre Kronor became the first national hockey team to win both the Olympic and world championships in the same year.",0.35000000000000003,0.28611111111111115,positive
"The Swedish national men s football team has seen some success at the World Cup in the past, finishing second when they hosted the tournament in 1958, and third twice, in 1950 and 1994.",0.012499999999999997,0.0625,neutral
"Sweden hosted the 1912 Summer Olympics, Equestrian at the 1956 Summer Olympics and the FIFA World Cup in 1958.",0.0,0.0,neutral
"Other big sports events include the UEFA Euro 1992, 1995 FIFA Women s World Cup, 1995 World Championships in Athletics, UEFA Women s Euro 2013, and several championships of ice hockey, curling, athletics, skiing, bandy, figure skating and swimming.",-0.041666666666666664,0.15833333333333333,neutral
Public sector News media Trade Travel 63 N 16 E 63 N 16 E 63; 16,0.0,0.06666666666666667,neutral
